3.700000	0.000010
3.803000	0.000010
3.906000	0.000110
4.009000	0.000110
4.112000	0.000290
4.215000	0.000410
4.318000	0.000550
4.421000	0.000880
4.524000	0.001360
4.627000	0.001610
4.730000	0.002240
4.833000	0.003720
4.936000	0.004520
5.039000	0.008660
5.142000	0.015820
5.245000	0.021630
5.348000	0.033990
5.451000	0.036530
5.554000	0.057600
5.657000	0.062540
5.760000	0.083820
5.863000	0.067510
5.966000	0.030650
6.069000	0.017780
6.172000	0.020700
6.275000	0.019470
6.378000	0.023220
6.481000	0.024570
6.584000	0.026230
6.687000	0.030850
6.790000	0.031640
6.893000	0.040500
6.996000	0.035870
7.099000	0.046740
7.202000	0.038960
7.305000	0.041600
7.408000	0.036520
7.511000	0.030660
7.614000	0.030470
7.717000	0.020290
7.820000	0.015770
7.923000	0.003450
8.026000	0.000410
8.129000	0.000260
8.232000	0.000440
8.335000	0.000480
8.438000	0.000330
8.541000	0.000410
8.644000	0.000930
8.747000	0.000570
8.850000	0.000750
8.953000	0.001160
9.056000	0.002620
9.159000	0.001800
9.262000	0.001040
9.365000	0.001030
9.468000	0.002190
9.571000	0.001870
9.674000	0.001090
9.777000	0.001830
9.880000	0.001480
9.983000	0.000390
10.086000	0.000170
10.189000	0.000200
10.292000	0.000200
10.395000	0.000280
10.498000	0.000240
10.601000	0.000300
10.704000	0.001710
10.807000	0.000450
10.910000	0.000270
11.013000	0.000370
11.116000	0.000500
11.219000	0.000330
11.322000	0.000460
11.425000	0.000700
11.528000	0.001580
11.631000	0.000570
11.734000	0.000230
11.837000	0.000200
11.940000	0.000050
12.043000	0.000010
12.146000	0.000000
12.249000	0.000010
12.352000	0.000010
12.455000	0.000000
12.558000	0.000030
12.661000	0.000060
12.764000	0.000010
12.867000	0.000010
12.970000	0.000010
13.073000	0.000010
13.176000	0.000010
13.279000	0.000000
13.382000	0.000000
13.485000	0.000040
13.588000	0.000000
13.691000	0.000020
13.794000	0.000000
13.897000	0.000020
14.000000	0.000000
