1.08000000	68.00000000
1.14990000	4704.00000000
1.21980000	12247.00000000
1.28970000	11288.00000000
1.35960000	11164.00000000
1.42950000	9964.00000000
1.49940000	9866.00000000
1.56930000	10299.00000000
1.63920000	10218.00000000
1.70910000	7284.00000000
1.77900000	3009.00000000
1.84890000	1404.00000000
1.91880000	1355.00000000
1.98870000	1314.00000000
2.05860000	1207.00000000
2.12850000	1173.00000000
2.19840000	1055.00000000
2.26830000	1064.00000000
2.33820000	690.00000000
2.40810000	166.00000000
2.47800000	23.00000000
2.54790000	16.00000000
2.61780000	18.00000000
2.68770000	14.00000000
2.75760000	16.00000000
2.82750000	12.00000000
2.89740000	10.00000000
2.96730000	15.00000000
3.03720000	13.00000000
3.10710000	12.00000000
3.17700000	11.00000000
3.24690000	11.00000000
3.31680000	14.00000000
3.38670000	12.00000000
3.45660000	5.00000000
3.52650000	4.00000000
3.59640000	2.00000000
3.66630000	0.00000000
3.73620000	1.00000000
3.80610000	3.00000000
3.87600000	1.00000000
3.94590000	2.00000000
4.01580000	1.00000000
4.08570000	2.00000000
4.15560000	1.00000000
4.22550000	4.00000000
4.29540000	2.00000000
4.36530000	7.00000000
4.43520000	8.00000000
4.50510000	6.00000000
4.57500000	8.00000000
4.64490000	10.00000000
4.71480000	5.00000000
4.78470000	6.00000000
4.85460000	7.00000000
4.92450000	6.00000000
4.99440000	6.00000000
5.06430000	6.00000000
5.13420000	12.00000000
5.20410000	7.00000000
5.27400000	6.00000000
5.34390000	8.00000000
5.41380000	11.00000000
5.48370000	8.00000000
5.55360000	7.00000000
5.62350000	9.00000000
5.69340000	8.00000000
5.76330000	8.00000000
5.83320000	6.00000000
5.90310000	13.00000000
5.97300000	6.00000000
6.04290000	7.00000000
6.11280000	8.00000000
6.18270000	9.00000000
6.25260000	5.00000000
6.32250000	4.00000000
6.39240000	2.00000000
6.46230000	2.00000000
6.53220000	0.00000000
6.60210000	1.00000000
6.67200000	3.00000000
6.74190000	1.00000000
6.81180000	1.00000000
6.88170000	3.00000000
6.95160000	1.00000000
7.02150000	3.00000000
7.09140000	0.00000000
7.16130000	1.00000000
7.23120000	0.00000000
7.30110000	0.00000000
7.37100000	0.00000000
7.44090000	0.00000000
7.51080000	0.00000000
7.58070000	0.00000000
7.65060000	0.00000000
7.72050000	0.00000000
7.79040000	0.00000000
7.86030000	0.00000000
7.93020000	0.00000000
8.00010000	1.00000000
8.07000000	0.00000000
